amount,pickup_time,startX,startY,endX,endY 
1,2013-11-18 16:08:26,-74.016198,-40.714767,-73.9752226,-40.7552254
1,2013-11-18 16:08:26,-73.9838932,-40.746494,-73.979057,-40.761771
1,2013-11-18 16:08:26,-74.000367,-40.723795,-73.976288,-40.748245
1,2013-11-18 16:08:27,-74.002019,-40.740444,-73.9893736,-40.7405905
1,2013-11-18 16:08:28,-73.962303,-40.778947,-73.978116,-40.757284
1,2013-11-18 16:08:28,-74.007047,-40.70375,-73.9857278,-40.7178395
1,2013-11-18 16:08:28,-73.93266,-40.795732,-73.9609936,-40.7967449
1,2013-11-18 16:08:29,-73.9760403,-40.7514368,-73.9850867,-40.7585867
1,2013-11-18 16:08:29,-73.976893,-40.722498,-73.976893,-40.722498
1,2013-11-18 16:08:29,-73.9629323,-40.766557,-73.9681807,-40.7622356
2,2013-11-18 16:08:29,-73.9317167,-40.7444885,-73.920865,-40.756678
3,2013-11-18 16:08:31,-73.9556525,-40.7820524,-73.9607795,-40.7723778
1,2013-11-18 16:08:32,-73.9820716,-40.7787704,-73.940235,-40.851326
1,2013-11-18 16:08:32,-73.9885656,-40.7691032,-73.9573054,-40.7742676
1,2013-11-18 16:08:32,-73.990945,-40.733978,-73.982228,-40.727846
1,2013-11-18 16:08:32,-73.870419,-40.7735296,-73.9719073,-40.7571246
2,2013-11-18 16:08:33,-73.9573054,-40.7742676,-74.004168,-40.74769
1,2013-11-18 16:08:33,-74.000066,-40.732929,-73.996351,-40.732255
1,2013-11-18 16:08:33,-73.8665728,-40.7711454,-73.8620369,-40.7623729
1,2013-11-18 16:08:33,-73.9907674,-40.7609858,-74.0070382,-40.7489141
1,2013-11-18 16:08:33,-73.965291,-40.7593108,-74.002221,-40.720341
1,2013-11-18 16:08:34,-73.8625558,-40.7688802,-73.971217,-40.755193
1,2013-11-18 16:08:34,-74.004845,-40.718853,-73.9891568,-40.7478958
1,2013-11-18 16:08:34,-73.9613336,-40.7742658,-73.9638433,-40.7653085
1,2013-11-18 16:08:34,-73.9764349,-40.7882867,-74.00236613333333,-40.7602393
1,2013-11-18 16:08:34,-73.973959,-40.751441,-73.977655,-40.757912
1,2013-11-18 16:08:35,-74.008436,-40.734791,-73.9527605,-40.7647762
1,2013-11-18 16:08:37,-73.988708,-40.7485042,-73.8713344,-40.7738377
1,2013-11-18 16:08:37,-74.012958,-40.7077772,-73.8860452,-40.7728212
1,2013-11-18 16:08:37,-73.994585,-40.734672,-73.984076,-40.749102
1,2013-11-18 16:08:38,-73.9638824,-40.7612427,-73.999185,-40.739243
1,2013-11-18 16:08:38,-73.982024,-40.74905,-73.9742235,-40.7597393
1,2013-11-18 16:08:38,-73.974015,-40.743095,-73.972553,-40.764898
1,2013-11-18 16:08:39,-73.9908872,-40.7659147,-73.9866921,-40.7716633
1,2013-11-18 16:08:40,-73.985552,-40.7579667,-73.986597,-40.742772
1,2013-11-18 16:08:40,-73.975591,-40.75786,-73.9545593,-40.7740155
4,2013-11-18 16:08:40,-73.9638824,-40.7612427,-74.008051,-40.7393804
2,2013-11-18 16:08:40,-73.953889,-40.790471,-73.9447664,-40.8240379
1,2013-11-18 16:08:42,-73.9650969,-40.7691072,-73.9680243,-40.7595777
1,2013-11-18 16:08:42,-73.8625558,-40.7688802,-74.0148736,-40.7094167
1,2013-11-18 16:08:42,-73.9767288,-40.7672029,-73.9703286,-40.7839788
1,2013-11-18 16:08:42,-73.994262,-40.746004,-73.9785141,-40.7368726
1,2013-11-18 16:08:43,-73.8942059,-40.7397807,-73.8942059,-40.7397807
1,2013-11-18 16:08:44,-73.9924155,-40.6942755,-73.992841,-40.730079
2,2013-11-18 16:08:45,-73.9504717,-40.7713798,-73.9610636,-40.7608639
2,2013-11-18 16:08:45,-73.967152,-40.756766,-73.9772706,-40.7428838
3,2013-11-18 16:08:46,-73.9656637,-40.7903601,-73.9574143,-40.770106
1,2013-11-18 16:08:46,-73.975831,-40.760418,-73.9948451,-40.7502935
2,2013-11-18 16:08:47,-73.986458,-40.75671,-73.98456,-40.748439
1,2013-11-18 16:08:48,-73.9555649,-40.7853035,-73.966794,-40.8042094
1,2013-11-18 16:08:48,-74.000367,-40.723795,-73.9504717,-40.7713798
1,2013-11-18 16:08:48,-73.9783444,-40.7482941,-73.983624,-40.755516
1,2013-11-18 16:08:49,-74.0052181,-40.7059869,-73.95516,-40.764918
1,2013-11-18 16:08:49,-73.9766802,-40.7650275,-73.9939499,-40.7515228
1,2013-11-18 16:08:49,-73.9721573,-40.7539144,-73.9706085,-40.7615514
1,2013-11-18 16:08:49,-73.990726,-40.755951,-73.977196,-40.764324
1,2013-11-18 16:08:49,-74.007203,-40.72805,-73.986359,-40.740196
1,2013-11-18 16:08:50,-73.96561,-40.774407,-73.977994,-40.7252951
1,2013-11-18 16:08:50,-73.9785655,-40.7566543,-73.9934597,-40.7521958
1,2013-11-18 16:08:50,-73.962303,-40.778947,-73.969365,-40.769271
1,2013-11-18 16:08:50,-73.949421,-40.7810592,-73.9805314,-40.7648393
1,2013-11-18 16:08:50,-73.9648661,-40.7698389,-73.983079,-40.7766377
1,2013-11-18 16:08:50,-73.980395,-40.754155,-73.9476241,-40.7752458
1,2013-11-18 16:08:51,-73.981848,-40.766287,-73.9953683,-40.7546697
1,2013-11-18 16:08:52,-73.9717336,-40.7820374,-73.9828256,-40.7633546
1,2013-11-18 16:08:52,-73.9557686,-40.7879101,-73.975591,-40.75786
1,2013-11-18 16:08:52,-73.870419,-40.7735296,-73.933201,-40.704971
1,2013-11-18 16:08:52,-73.9862156,-40.7346191,-73.971677,-40.75457
4,2013-11-18 16:08:54,-73.9448126,-40.7791055,-73.958781,-40.76399
1,2013-11-18 16:08:54,-73.9650969,-40.7691072,-73.9692037,-40.7634774
1,2013-11-18 16:08:55,-73.9677086,-40.8029849,-73.9727152,-40.7959319
1,2013-11-18 16:08:55,-73.988787,-40.753517,-73.9936184,-40.7359997
1,2013-11-18 16:08:56,-73.9668127,-40.7641054,-73.9532121,-40.7885301
1,2013-11-18 16:08:56,-73.9547388,-40.7833046,-73.9571722,-40.7859848
1,2013-11-18 16:08:56,-73.9995234,-40.7336634,-73.99684,-40.737361
1,2013-11-18 16:08:56,-73.979076,-40.766876,-73.9494264,-40.7965966
1,2013-11-18 16:08:57,-73.9746829,-40.7591101,-73.9513747,-40.7667433
1,2013-11-18 16:08:57,-73.8625558,-40.7688802,-73.9758,-40.740644
1,2013-11-18 16:08:58,-73.991798,-40.738504,-73.9948451,-40.7502935
1,2013-11-18 16:08:58,-73.976504,-40.756606,-73.9575618,-40.7794356
1,2013-11-18 16:08:59,-73.9978445,-40.7615047,-74.005535,-40.745816
6,2013-11-18 16:09:00,-73.9818452,-40.7366007,-73.9839987,-40.729373
1,2013-11-18 16:09:00,-73.9707906,-40.7833496,-74.00697,-40.741628
5,2013-11-18 16:09:00,-73.9838932,-40.746494,-73.976045,-40.757232
1,2013-11-18 16:09:00,-73.973015,-40.764279,-73.9939359,-40.7589791
5,2013-11-18 16:09:00,-73.976289,-40.759787,-73.964476,-40.7730963
1,2013-11-18 16:09:00,-73.7869437,-40.6446147,-73.7005841,-40.6593909
1,2013-11-18 16:09:00,-73.9666552,-40.7991294,-73.938755,-40.8049397
5,2013-11-18 16:09:00,-73.9740595,-40.7889871,-73.9656182,-40.7954714
6,2013-11-18 16:09:00,-73.9657832,-40.7586317,-73.988194,-40.743451
2,2013-11-18 16:09:00,-73.9839662,-40.7754228,-73.9891608,-40.7768337
2,2013-11-18 16:09:00,-73.9466301,-40.7766012,-73.9629223,-40.7583127
6,2013-11-18 16:09:00,-73.992841,-40.730079,-74.001425,-40.719938
1,2013-11-18 16:09:00,-73.7844063,-40.6486035,-73.9831666,-40.7561419
1,2013-11-18 16:09:00,-73.9721573,-40.7539144,-74.007459,-40.707219
1,2013-11-18 16:09:00,-73.9470548,-40.7800561,-73.957696,-40.801232
1,2013-11-18 16:09:00,-73.986597,-40.742772,-73.961966,-40.759619
6,2013-11-18 16:09:00,-73.9975706,-40.7258746,-73.9899192,-40.7344614
2,2013-11-18 16:09:00,-73.9560833,-40.7788122,-73.9636198,-40.7684845
1,2013-11-18 16:09:00,-73.9485506,-40.7739762,-73.962303,-40.778947
6,2013-11-18 16:09:00,-73.9704307,-40.7990808,-73.9736025,-40.7896131
1,2013-11-18 16:09:00,-73.996476,-40.723686,-73.9804176,-40.7599106
2,2013-11-18 16:09:00,-73.976449,-40.7908141,-73.9673032,-40.7692257
1,2013-11-18 16:09:00,-74.000848,-40.747147,-74.000367,-40.723795
1,2013-11-18 16:09:00,-74.005781,-40.725674,-74.008378,-40.716587
1,2013-11-18 16:09:00,-74.006737,-40.730947,-73.9893736,-40.7405905
1,2013-11-18 16:09:00,-73.8746247,-40.7738171,-73.9719073,-40.7571246
1,2013-11-18 16:09:00,-73.974915,-40.761667,-73.9885656,-40.7691032
6,2013-11-18 16:09:00,-74.004845,-40.718853,-74.011,-40.713329
1,2013-11-18 16:09:00,-73.992225,-40.737917,-74.009239,-40.71552
2,2013-11-18 16:09:00,-73.992805,-40.742901,-74.004168,-40.74769
5,2013-11-18 16:09:00,-73.9806797,-40.7850286,-73.9499424,-40.7720657
1,2013-11-18 16:09:00,-73.9633881,-40.7659323,-73.992805,-40.742901
1,2013-11-18 16:09:00,-74.01712,-40.707462,-74.00542,-40.715236
2,2013-11-18 16:09:00,-73.981392,-40.737222,-73.996337,-40.738044
1,2013-11-18 16:09:00,-73.988335,-40.75413,-73.9775646,-40.7258893
1,2013-11-18 16:09:00,-73.870419,-40.7735296,-73.978601,-40.762396
2,2013-11-18 16:09:00,-73.870419,-40.7735296,-73.9831666,-40.7561419
1,2013-11-18 16:09:00,-73.9616294,-40.7770011,-73.955613,-40.7642941
2,2013-11-18 16:09:00,-73.9560833,-40.7788122,-73.9622107,-40.7704245
1,2013-11-18 16:09:00,-73.991563,-40.749706,-74.006116,-40.723746
6,2013-11-18 16:09:00,-73.9877652,-40.7497921,-73.9698998,-40.7486579
2,2013-11-18 16:09:00,-73.979057,-40.761771,-73.9841758,-40.7672731
1,2013-11-18 16:09:00,-73.9991063,-40.7316274,-73.998812,-40.723021
2,2013-11-18 16:09:00,-73.985444,-40.731658,-73.9846443,-40.7217949
1,2013-11-18 16:09:00,-73.975461,-40.776899,-73.99111,-40.750319
1,2013-11-18 16:09:00,-73.9621944,-40.8105701,-73.9900092,-40.7722297
1,2013-11-18 16:09:00,-73.9832592,-40.7610991,-73.975224,-40.744505
2,2013-11-18 16:09:00,-73.979483,-40.755405,-73.8739364,-40.7737968
1,2013-11-18 16:09:00,-73.7880273,-40.6417125,-73.8117408,-40.6941602
1,2013-11-18 16:09:00,-73.9601116,-40.7704223,-73.9534887,-40.7794971
2,2013-11-18 16:09:00,-73.9885656,-40.7691032,-73.9805314,-40.7648393
1,2013-11-18 16:09:00,-73.9578122,-40.7735731,-73.9795907,-40.7845582
2,2013-11-18 16:09:00,-73.973959,-40.751441,-73.9629623,-40.7724554
1,2013-11-18 16:09:00,-73.986597,-40.742772,-73.991563,-40.749706
1,2013-11-18 16:09:00,-73.978116,-40.757284,-73.981123,-40.750282
3,2013-11-18 16:09:00,-73.9574123,-40.7658676,-73.9470548,-40.7800561
2,2013-11-18 16:09:00,-73.940423,-40.711218,-74.008054,-40.6197
2,2013-11-18 16:09:00,-73.9722305,-40.759717,-73.9664663,-40.76723
1,2013-11-18 16:09:00,-73.9781837,-40.7416288,-73.990968,-40.745421
1,2013-11-18 16:09:00,-73.9537477,-40.7668547,-73.9602312,-40.7662424
1,2013-11-18 16:09:00,-73.99684,-40.737361,-73.979057,-40.761771
6,2013-11-18 16:09:00,-73.9556525,-40.7820524,-73.9622579,-40.7729988
1,2013-11-18 16:09:00,-73.9861046,-40.7622893,-73.9861046,-40.7622893
1,2013-11-18 16:09:00,-73.978121,-40.745726,-73.98456,-40.748439
1,2013-11-18 16:09:00,-73.9968512,-40.7150553,-73.9903662,-40.7289324
1,2013-11-18 16:09:00,-73.9718586,-40.7629781,-74.006487,-40.73755
1,2013-11-18 16:09:00,-73.949421,-40.7810592,-73.9556525,-40.7820524
5,2013-11-18 16:09:00,-73.9673032,-40.7692257,-73.9829418,-40.7717239
1,2013-11-18 16:09:00,-73.9709542,-40.7642198,-73.95175,-40.766012
1,2013-11-18 16:09:00,-73.9670269,-40.7935423,-73.9948451,-40.7502935
2,2013-11-18 16:09:00,-73.990968,-40.745421,-73.9827118,-40.7567712
2,2013-11-18 16:09:00,-73.976458,-40.775533,-73.934581,-40.7397039
1,2013-11-18 16:09:00,-73.9662396,-40.7580071,-73.9815725,-40.7736018
1,2013-11-18 16:09:00,-73.9717336,-40.7820374,-73.975373,-40.76104
5,2013-11-18 16:09:00,-73.964786,-40.755756,-73.95185,-40.7694519
1,2013-11-18 16:09:00,-73.9552062,-40.8201687,-73.9944848,-40.7558825
5,2013-11-18 16:09:00,-73.984118,-40.754842,-73.976744,-40.759165
5,2013-11-18 16:09:00,-73.989155,-40.716708,-74.0159512,-40.7151089
1,2013-11-18 16:09:00,-73.9966626,-40.7269315,-73.975343,-40.741274
1,2013-11-18 16:09:00,-73.978607,-40.745058,-73.991177,-40.75533
1,2013-11-18 16:09:00,-73.9741902,-40.7539937,-73.9731014,-40.7459293
1,2013-11-18 16:09:00,-73.994648,-40.7259345,-73.971679,-40.746297
3,2013-11-18 16:09:00,-73.976234,-40.765675,-73.7770685,-40.6467428
1,2013-11-18 16:09:00,-73.954656,-40.714075,-73.967383,-40.707637
1,2013-11-18 16:09:00,-73.988787,-40.753517,-73.9827118,-40.7567712
1,2013-11-18 16:09:00,-73.9844842,-40.7798073,-73.9656637,-40.7903601
1,2013-11-18 16:09:00,-73.9831666,-40.7561419,-74.0073597,-40.7105877
1,2013-11-18 16:09:00,-74.007459,-40.707219,-73.9763253,-40.7542058
1,2013-11-18 16:09:00,-73.8625558,-40.7688802,-73.977636,-40.746392
5,2013-11-18 16:09:00,-73.992318,-40.743568,-73.9797698,-40.7521385
1,2013-11-18 16:09:00,-73.9914226,-40.7745165,-73.9811702,-40.7843497
5,2013-11-18 16:09:00,-73.986846,-40.745301,-73.990323,-40.7371
1,2013-11-18 16:09:00,-73.9670269,-40.7935423,-73.9707647,-40.7884217
6,2013-11-18 16:09:00,-73.975558,-40.752116,-73.8713344,-40.7738377
6,2013-11-18 16:09:00,-73.9840861,-40.7375427,-74.008387,-40.714362
5,2013-11-18 16:09:00,-73.9940267,-40.7565119,-73.9873016,-40.7389006
1,2013-11-18 16:09:00,-73.9905265,-40.7402559,-73.977655,-40.757912
1,2013-11-18 16:09:00,-73.9562677,-40.7872254,-73.979193,-40.771782
6,2013-11-18 16:09:00,-73.974457,-40.762293,-74.004168,-40.74769
2,2013-11-18 16:09:00,-74.014296,-40.716992,-73.986222,-40.7672246
1,2013-11-18 16:09:00,-73.9881523,-40.737729,-73.992006,-40.749101
5,2013-11-18 16:09:00,-73.975461,-40.776899,-73.973015,-40.764279
1,2013-11-18 16:09:00,-73.8739364,-40.7737968,-74.0152255,-40.7160242
2,2013-11-18 16:09:00,-73.9751347,-40.7584861,-73.8713344,-40.7738377
6,2013-11-18 16:09:00,-73.9882578,-40.7491155,-73.994173,-40.766505
1,2013-11-18 16:09:00,-73.970364,-40.7940493,-73.978373,-40.7881993
2,2013-11-18 16:09:00,-73.7898948,-40.6468309,-73.9828071,-40.7617189
1,2013-11-18 16:09:00,-73.9921352,-40.7144204,-73.983624,-40.755516
1,2013-11-18 16:09:00,-73.9964573,-40.7633783,-73.994262,-40.746004
1,2013-11-18 16:09:00,-73.9611664,-40.7776355,-73.9560335,-40.7846666
1,2013-11-18 16:09:00,-74.01007,-40.720755,-74.010846,-40.708797
1,2013-11-18 16:09:00,-73.8739364,-40.7737968,-73.92575,-40.695285
5,2013-11-18 16:09:00,-73.8706154,-40.772076,-73.9757414,-40.7470648
1,2013-11-18 16:09:00,-73.9847413,-40.7641596,-73.9943941,-40.7583702
1,2013-11-18 16:09:00,-73.9587153,-40.8100035,-73.9635486,-40.7743723
1,2013-11-18 16:09:00,-73.9606233,-40.7756697,-73.956083,-40.763667
1,2013-11-18 16:09:00,-73.9579394,-40.7762703,-73.9574044,-40.7827919
5,2013-11-18 16:09:00,-73.964476,-40.7730963,-73.9817098,-40.7671189
1,2013-11-18 16:09:00,-73.9722156,-40.7498059,-73.7842776,-40.6436338
1,2013-11-18 16:09:00,-74.0056333,-40.7507927,-73.9721573,-40.7539144
2,2013-11-18 16:09:00,-73.9797698,-40.7521385,-73.984076,-40.749102
6,2013-11-18 16:09:00,-73.9822752,-40.7458104,-73.8739364,-40.7737968
1,2013-11-18 16:09:00,-73.990123,-40.737796,-73.973591,-40.7479204
6,2013-11-18 16:09:00,-73.9656965,-40.7545043,-73.9733087,-40.7609894
6,2013-11-18 16:09:00,-73.9917953,-40.7646694,-73.9901341,-40.7516588
6,2013-11-18 16:09:00,-73.9830644,-40.7306534,-73.917873,-40.742511
1,2013-11-18 16:09:00,-73.99111,-40.750319,-73.9820402,-40.7705153
1,2013-11-18 16:09:00,-73.982275,-40.751577,-73.9906194,-40.7509969
1,2013-11-18 16:09:00,-73.998287,-40.74047,-73.987672,-40.728595
1,2013-11-18 16:09:00,-73.9817098,-40.7671189,-73.9926299,-40.7584291
5,2013-11-18 16:09:00,-73.9564983,-40.7671158,-73.966128,-40.76218
1,2013-11-18 16:09:00,-73.982695,-40.735431,-74.0058299,-40.7331389
6,2013-11-18 16:09:00,-73.9532591,-40.7675236,-73.987817,-40.735292
1,2013-11-18 16:09:00,-73.9548817,-40.7639862,-73.9457131,-40.7778572
1,2013-11-18 16:09:00,-74.0152255,-40.7160242,-73.985043,-40.753554
1,2013-11-18 16:09:00,-73.9780038,-40.7863907,-73.9672707,-40.7634817
1,2013-11-18 16:09:00,-73.8644922,-40.7698986,-73.931291,-40.701573
1,2013-11-18 16:09:00,-73.978601,-40.762396,-73.976045,-40.757232
1,2013-11-18 16:09:00,-73.985909,-40.731019,-73.9939499,-40.7515228
2,2013-11-18 16:09:00,-73.959722,-40.758663,-73.9564889,-40.7840414
1,2013-11-18 16:09:00,-73.9490092,-40.773343,-73.9512052,-40.7826258
5,2013-11-18 16:09:00,-73.9509721,-40.7706551,-73.983148,-40.7388264
5,2013-11-18 16:09:00,-73.9991497,-40.7545834,-73.9983286,-40.7608279
5,2013-11-18 16:09:00,-73.997805,-40.736032,-73.985428,-40.741471
5,2013-11-18 16:09:00,-73.9866818,-40.7339792,-73.9766802,-40.7650275
5,2013-11-18 16:09:00,-73.985488,-40.752935,-73.9861046,-40.7622893
5,2013-11-18 16:09:00,-73.979483,-40.755405,-74.006811,-40.744061
1,2013-11-18 16:09:00,-73.9883332,-40.7789023,-73.9848846,-40.7741602
1,2013-11-18 16:09:00,-74.0062463,-40.7170829,-73.986399,-40.7517
2,2013-11-18 16:09:00,-74.0165733,-40.7050728,-73.984118,-40.754842
1,2013-11-18 16:09:00,-73.9822537,-40.7573902,-73.9838267,-40.7654145
1,2013-11-18 16:09:00,-73.9675327,-40.7602554,-73.8191319,-40.7085334
5,2013-11-18 16:09:00,-73.9838932,-40.746494,-73.9792861,-40.7528022
1,2013-11-18 16:09:00,-73.980888,-40.753481,-74.005366,-40.740945
1,2013-11-18 16:09:00,-73.9598562,-40.773644,-74.007047,-40.70375
1,2013-11-18 16:09:00,-73.977201,-40.758538,-73.9838932,-40.746494
2,2013-11-18 16:09:00,-73.991921,-40.731166,-73.991921,-40.731166
4,2013-11-18 16:09:00,-73.994297,-40.732165,-74.00102,-40.730246
5,2013-11-18 16:09:00,-73.98073,-40.782439,-73.973636,-40.76457
1,2013-11-18 16:09:00,-73.9834027,-40.7710881,-73.9694234,-40.7493212
1,2013-11-18 16:09:00,-73.985947,-40.752317,-73.9616294,-40.7770011
1,2013-11-18 16:09:00,-73.9539832,-40.7788196,-73.965148,-40.775045
2,2013-11-18 16:09:00,-73.9584859,-40.778169,-73.969851,-40.7896744
1,2013-11-18 16:09:01,-73.9907674,-40.7609858,-73.9686338,-40.7616111
2,2013-11-18 16:09:01,-73.9611216,-40.7749849,-73.9671479,-40.7667029
1,2013-11-18 16:09:01,-73.9848846,-40.7741602,-73.9546771,-40.7655778
1,2013-11-18 16:09:02,-73.976744,-40.759165,-74.008207,-40.730343
1,2013-11-18 16:09:03,-73.8625558,-40.7688802,-73.9504627,-40.7427585
2,2013-11-18 16:09:03,-73.9652167,-40.8060401,-73.9598159,-40.8138385
1,2013-11-18 16:09:03,-73.9852319,-40.7685835,-73.975591,-40.75786
1,2013-11-18 16:09:03,-73.9583242,-40.7646126,-73.946656,-40.772351
1,2013-11-18 16:09:03,-73.992463,-40.748469,-73.993322,-40.733304
1,2013-11-18 16:09:04,-74.006624,-40.731669,-74.0069624,-40.7204631
2,2013-11-18 16:09:04,-74.0052202,-40.7230023,-73.9948451,-40.7502935
1,2013-11-18 16:09:04,-73.9654336,-40.7717839,-73.977201,-40.758538
1,2013-11-18 16:09:04,-73.9765352,-40.7507747,-73.974506,-40.732728
2,2013-11-18 16:09:04,-73.9671479,-40.7667029,-73.9671479,-40.7667029
1,2013-11-18 16:09:05,-73.9504717,-40.7713798,-73.9613336,-40.7742658
2,2013-11-18 16:09:05,-74.009254,-40.713256,-74.000818,-40.71693
4,2013-11-18 16:09:06,-73.8166723,-40.7031848,-73.9926299,-40.7584291
1,2013-11-18 16:09:06,-74.0164785,-40.7071899,-73.993359,-40.747235
1,2013-11-18 16:09:06,-73.9874753,-40.7604088,-73.959243,-40.729722
1,2013-11-18 16:09:08,-73.985696,-40.744008,-73.979629,-40.7496555
2,2013-11-18 16:09:09,-73.9539832,-40.7788196,-73.9596512,-40.7710532
1,2013-11-18 16:09:10,-73.9559988,-40.7678043,-73.9901341,-40.7516588
2,2013-11-18 16:09:10,-73.981392,-40.737222,-73.994709,-40.745383
1,2013-11-18 16:09:10,-73.9828783,-40.7667155,-73.956983,-40.762417
1,2013-11-18 16:09:10,-73.9607012,-40.7782718,-73.938755,-40.8049397
1,2013-11-18 16:09:11,-73.9626301,-40.7756284,-73.9498809,-40.7804348
1,2013-11-18 16:09:12,-73.987529,-40.741528,-73.9698766,-40.7629524
1,2013-11-18 16:09:13,-73.965291,-40.7593108,-73.9512608,-40.7742922
2,2013-11-18 16:09:13,-74.008007,-40.705447,-73.9706085,-40.7615514
2,2013-11-18 16:09:13,-73.961522,-40.760231,-73.958781,-40.76399
1,2013-11-18 16:09:13,-73.982009,-40.743265,-73.9881817,-40.7482826
1,2013-11-18 16:09:14,-73.9591925,-40.7776358,-73.9489676,-40.78168
4,2013-11-18 16:09:15,-74.0135858,-40.7079791,-73.987089,-40.753607
1,2013-11-18 16:09:15,-73.9699499,-40.7488457,-73.98442,-40.7747967
1,2013-11-18 16:09:16,-73.9785141,-40.7368726,-73.979238,-40.747068
1,2013-11-18 16:09:16,-73.9563633,-40.7815237,-73.9629623,-40.7724554
2,2013-11-18 16:09:17,-73.998972,-40.74463,-73.9948451,-40.7502935
1,2013-11-18 16:09:17,-73.98442,-40.7747967,-73.9560335,-40.7846666
1,2013-11-18 16:09:18,-73.9589283,-40.7749534,-73.9852319,-40.7685835
1,2013-11-18 16:09:18,-73.983079,-40.7766377,-73.9797549,-40.7811846
1,2013-11-18 16:09:18,-73.976504,-40.756606,-73.9733087,-40.7609894
1,2013-11-18 16:09:19,-73.9559988,-40.7678043,-73.9564889,-40.7840414
1,2013-11-18 16:09:19,-73.9622579,-40.7729988,-73.9657832,-40.7586317
1,2013-11-18 16:09:20,-73.9574123,-40.7658676,-73.9545364,-40.7840339
1,2013-11-18 16:09:20,-73.9698766,-40.7629524,-73.9575618,-40.7794356
1,2013-11-18 16:09:20,-73.984596,-40.754177,-73.9823574,-40.7623343
1,2013-11-18 16:09:21,-73.9775627,-40.7520707,-73.9836282,-40.7620648
1,2013-11-18 16:09:21,-74.004168,-40.74769,-73.985043,-40.753554
2,2013-11-18 16:09:22,-73.989814,-40.7189368,-73.9630866,-40.7750035
1,2013-11-18 16:09:23,-73.9848846,-40.7741602,-73.976289,-40.759787
2,2013-11-18 16:09:23,-73.965148,-40.775045,-73.9564729,-40.7713964
1,2013-11-18 16:09:23,-73.982211,-40.740115,-73.976735,-40.747628
1,2013-11-18 16:09:23,-73.952952,-40.808396,-73.971682,-40.7946106
1,2013-11-18 16:09:23,-74.005366,-40.740945,-73.947122,-40.775929
1,2013-11-18 16:09:24,-74.007238,-40.74347,-73.9897914,-40.7572335
1,2013-11-18 16:09:24,-73.9991497,-40.7545834,-73.9799722,-40.7605248
1,2013-11-18 16:09:24,-73.9917229,-40.7263629,-73.994709,-40.745383
2,2013-11-18 16:09:24,-74.0070382,-40.7489141,-73.7898948,-40.6468309
1,2013-11-18 16:09:25,-73.9563633,-40.7815237,-73.96601,-40.7678555
1,2013-11-18 16:09:25,-73.9536285,-40.7752903,-73.8739364,-40.7737968
1,2013-11-18 16:09:25,-73.9799722,-40.7605248,-73.9527041,-40.7765623
1,2013-11-18 16:09:25,-73.9671479,-40.7667029,-73.9528059,-40.7833024
1,2013-11-18 16:09:25,-73.978052,-40.737554,-73.9936184,-40.7359997
1,2013-11-18 16:09:25,-73.992792,-40.733922,-73.979906,-40.726866
1,2013-11-18 16:09:26,-73.9812259,-40.7809783,-73.9803693,-40.7899385
1,2013-11-18 16:09:27,-73.8625558,-40.7688802,-73.921242,-40.768378
1,2013-11-18 16:09:27,-73.9615495,-40.7684519,-73.9544814,-40.778137
1,2013-11-18 16:09:27,-73.996476,-40.723686,-73.989577,-40.7398377
1,2013-11-18 16:09:28,-73.96601,-40.7678555,-73.973636,-40.76457
1,2013-11-18 16:09:28,-74.0059578,-40.7401352,-73.924664,-40.7418
1,2013-11-18 16:09:29,-73.988305,-40.747535,-74.004168,-40.74769
1,2013-11-18 16:09:29,-73.9648661,-40.7698389,-73.982557,-40.7313565
2,2013-11-18 16:09:29,-74.012992,-40.709354,-74.0084033,-40.7027873
1,2013-11-18 16:09:30,-73.9700079,-40.7972533,-73.9809839,-40.764219
1,2013-11-18 16:09:30,-73.970804,-40.751748,-73.9807424,-40.7477017
3,2013-11-18 16:09:31,-73.9692037,-40.7634774,-73.973276,-40.755243
1,2013-11-18 16:09:31,-73.9536447,-40.7710299,-73.9549422,-40.7775056
1,2013-11-18 16:09:32,-74.0021986,-40.7296932,-73.977196,-40.764324
2,2013-11-18 16:09:32,-73.7838055,-40.6487785,-73.9954726,-40.7596264
1,2013-11-18 16:09:32,-73.977655,-40.757912,-73.9948451,-40.7502935
1,2013-11-18 16:09:33,-73.9546771,-40.7655778,-73.9658998,-40.7653573
1,2013-11-18 16:09:33,-73.967727,-40.762851,-73.9809087,-40.7378801
2,2013-11-18 16:09:33,-73.979508,-40.743825,-73.985286,-40.723649
2,2013-11-18 16:09:34,-73.976234,-40.765675,-74.1783402,-40.6896104
1,2013-11-18 16:09:34,-73.9742957,-40.7564963,-73.9828071,-40.7617189
1,2013-11-18 16:09:35,-74.004416,-40.742284,-73.999609,-40.723423
1,2013-11-18 16:09:35,-73.966128,-40.76218,-73.959311,-40.780173
1,2013-11-18 16:09:35,-73.9745531,-40.7832296,-73.9859525,-40.7777918
1,2013-11-18 16:09:35,-73.9611049,-40.7690611,-73.962432,-40.758981
1,2013-11-18 16:09:35,-73.987726,-40.738317,-73.9584859,-40.778169
1,2013-11-18 16:09:35,-73.994252,-40.728412,-73.981211,-40.725073
1,2013-11-18 16:09:35,-73.9912191,-40.7277093,-73.9657798,-40.7685831
1,2013-11-18 16:09:36,-73.9613336,-40.7742658,-73.9703295,-40.7623299
1,2013-11-18 16:09:36,-73.9752226,-40.7552254,-73.9657832,-40.7586317
