dynamism,urgency,scale,cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions
0.5,20,1.0,43.6088,39.2294,4.3794,0.0,false,DEFAULT-,123,0,401421,2,10,0,0,0
