cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions
0.21666666666666667,0.21666666666666667,0.0,0.0,false,DEFAULT-,123,0,9897,2,10,0,0,0
