cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions
3634.7952333333333,3495.8219,138.97333333333333,0.0,false,DEFAULT-,5519470499984739720,0,3281847,138,321,321,0,0,0
3848.0227500000005,3673.528766666667,174.48983333333334,0.00415,false,DEFAULT-,-570648509535936272,0,3263062,138,321,321,0,0,0
3865.847333333333,3657.383333333333,208.464,0.0,false,DEFAULT-,-5814032274792701469,0,3277070,138,321,321,0,0,0
