cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions
4283.059583333334,3977.5209,305.5386833333333,0.0,false,DEFAULT-,5519470499984739720,0,3024767,138,321,321,0,0,0
4209.1834,3930.6698833333335,278.51351666666665,0.0,false,DEFAULT-,-570648509535936272,0,3124864,138,321,321,0,0,0
4249.06605,3985.0329333333334,264.0331166666667,0.0,false,DEFAULT-,-5814032274792701469,0,3086914,138,321,321,0,0,0
