cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions
4188.7497,3944.1254166666668,244.62428333333332,0.0,false,DEFAULT-,5519470499984739720,0,3021107,138,321,321,0,0,0
4278.30275,3957.4808333333335,320.82191666666665,0.0,false,DEFAULT-,-570648509535936272,0,3111906,138,321,321,0,0,0
4220.679783333333,3954.0612666666666,266.61851666666666,0.0,false,DEFAULT-,-5814032274792701469,0,3005547,138,321,321,0,0,0
