cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions
3992.1973333333335,3860.848266666667,131.34906666666666,0.0,false,DEFAULT-,5519470499984739720,0,3310830,138,321,321,387,369,0
3992.1973333333335,3860.848266666667,131.34906666666666,0.0,false,DEFAULT-,-570648509535936272,0,3311059,138,321,321,388,370,0
3992.1973333333335,3860.848266666667,131.34906666666666,0.0,false,DEFAULT-,-5814032274792701469,0,3305849,138,321,321,386,368,0
